chunk,question
"Merger G uidelines 2008, updated 2017   43    7.47.  If non -merger parties are capaci ty constrained post -merger, they will have a reduced  ability to steal customers from the merged firm if it attempts to exercise market power.  As a result, if non - merger parties in the relevant market are capacity constrained, the  merger is more likely to result in a substantial lessening of competition.   The availability of substitutes   The following are examples of the types of information the ACCC may require to assess the  relative degree of rivalry both between the merger parties themselves and between t he  merger parties and other market participants:    internal company strategy,  marketing and sales documents    information about advertising campaigns  and other information  that highlights how firms  in the market perceive the competitive constraint created by o ther market participants    past history of customers switching between suppliers    whether  market features  exist that  prevent or hinder customers  changing  suppliers — for  example, switching costs resulting from the use of exclusive long -term contracts and  termination fees    studies and information regarding consumer preferences    estimates of cross elasticities of supply and demandi   the diversion ratios between the merger partiesii   estimates  of the own -price elasticity of supply of non -merger partiesiii   the product ion capacity of firms in the market, including any capacity constraints  or  excess capacity    the costs to rival firms of expanding  their output    impediments to firms altering or expanding  their product  mix to compete more closely  with the products of the merg ed firm    whether the merged firm controls inputs/distribution channels, patents/other IP and  access to, or pricing of, different platforms    the degree of homogeneity of products.   In an informal merger review, providing a base level of information to the ACCC  will, in non - controversial cases, usually be sufficient to satisfy the ACCC of whether or not a substantial  lessening of competition is likely. Whether a wider range of information will be required by  the ACCC will be assessed on a case -by-case basis and will depend on the complexity of  the matter and the potential competition concerns raised.   ________________________   i  The cross -elasticity of supply (demand) is the percentage change in the supply (demand) for one firm’s output in response  to a 1 per cent  change in the price of the product sold by a second firm.   ii  A diversion ratio measures the proportion of consumers that switch to another firm’s product if a particular firm increases  the price of its product.   iii  The own -price elasticity of supply of a firm is the percentage change in the firm’s output in response to a 1 per cent change  in the price the firm sells its product for.","  The document mentions ""switching costs resulting from the use of exclusive long-term contracts and termination fees"" as a factor influencing competition. Explain how these factors might hinder customers from changing suppliers and impact the ACCC's assessment."
"Merger G uidelines 2008, updated 2017   43    7.47.  If non -merger parties are capaci ty constrained post -merger, they will have a reduced  ability to steal customers from the merged firm if it attempts to exercise market power.  As a result, if non - merger parties in the relevant market are capacity constrained, the  merger is more likely to result in a substantial lessening of competition.   The availability of substitutes   The following are examples of the types of information the ACCC may require to assess the  relative degree of rivalry both between the merger parties themselves and between t he  merger parties and other market participants:    internal company strategy,  marketing and sales documents    information about advertising campaigns  and other information  that highlights how firms  in the market perceive the competitive constraint created by o ther market participants    past history of customers switching between suppliers    whether  market features  exist that  prevent or hinder customers  changing  suppliers — for  example, switching costs resulting from the use of exclusive long -term contracts and  termination fees    studies and information regarding consumer preferences    estimates of cross elasticities of supply and demandi   the diversion ratios between the merger partiesii   estimates  of the own -price elasticity of supply of non -merger partiesiii   the product ion capacity of firms in the market, including any capacity constraints  or  excess capacity    the costs to rival firms of expanding  their output    impediments to firms altering or expanding  their product  mix to compete more closely  with the products of the merg ed firm    whether the merged firm controls inputs/distribution channels, patents/other IP and  access to, or pricing of, different platforms    the degree of homogeneity of products.   In an informal merger review, providing a base level of information to the ACCC  will, in non - controversial cases, usually be sufficient to satisfy the ACCC of whether or not a substantial  lessening of competition is likely. Whether a wider range of information will be required by  the ACCC will be assessed on a case -by-case basis and will depend on the complexity of  the matter and the potential competition concerns raised.   ________________________   i  The cross -elasticity of supply (demand) is the percentage change in the supply (demand) for one firm’s output in response  to a 1 per cent  change in the price of the product sold by a second firm.   ii  A diversion ratio measures the proportion of consumers that switch to another firm’s product if a particular firm increases  the price of its product.   iii  The own -price elasticity of supply of a firm is the percentage change in the firm’s output in response to a 1 per cent change  in the price the firm sells its product for.","  Define ""diversion ratio"" and ""own-price elasticity of supply"" as used in the context of merger assessments, and explain their relevance in evaluating the competitive impact of a merger."
"Merger G uidelines 2008, updated 2017   43    7.47.  If non -merger parties are capaci ty constrained post -merger, they will have a reduced  ability to steal customers from the merged firm if it attempts to exercise market power.  As a result, if non - merger parties in the relevant market are capacity constrained, the  merger is more likely to result in a substantial lessening of competition.   The availability of substitutes   The following are examples of the types of information the ACCC may require to assess the  relative degree of rivalry both between the merger parties themselves and between t he  merger parties and other market participants:    internal company strategy,  marketing and sales documents    information about advertising campaigns  and other information  that highlights how firms  in the market perceive the competitive constraint created by o ther market participants    past history of customers switching between suppliers    whether  market features  exist that  prevent or hinder customers  changing  suppliers — for  example, switching costs resulting from the use of exclusive long -term contracts and  termination fees    studies and information regarding consumer preferences    estimates of cross elasticities of supply and demandi   the diversion ratios between the merger partiesii   estimates  of the own -price elasticity of supply of non -merger partiesiii   the product ion capacity of firms in the market, including any capacity constraints  or  excess capacity    the costs to rival firms of expanding  their output    impediments to firms altering or expanding  their product  mix to compete more closely  with the products of the merg ed firm    whether the merged firm controls inputs/distribution channels, patents/other IP and  access to, or pricing of, different platforms    the degree of homogeneity of products.   In an informal merger review, providing a base level of information to the ACCC  will, in non - controversial cases, usually be sufficient to satisfy the ACCC of whether or not a substantial  lessening of competition is likely. Whether a wider range of information will be required by  the ACCC will be assessed on a case -by-case basis and will depend on the complexity of  the matter and the potential competition concerns raised.   ________________________   i  The cross -elasticity of supply (demand) is the percentage change in the supply (demand) for one firm’s output in response  to a 1 per cent  change in the price of the product sold by a second firm.   ii  A diversion ratio measures the proportion of consumers that switch to another firm’s product if a particular firm increases  the price of its product.   iii  The own -price elasticity of supply of a firm is the percentage change in the firm’s output in response to a 1 per cent change  in the price the firm sells its product for.","  What is the difference between the information required for an informal merger review versus a more complex review, according to the document?  What factors determine the extent of information needed?"
"Merger G uidelines 2008, updated 2017   43    7.47.  If non -merger parties are capaci ty constrained post -merger, they will have a reduced  ability to steal customers from the merged firm if it attempts to exercise market power.  As a result, if non - merger parties in the relevant market are capacity constrained, the  merger is more likely to result in a substantial lessening of competition.   The availability of substitutes   The following are examples of the types of information the ACCC may require to assess the  relative degree of rivalry both between the merger parties themselves and between t he  merger parties and other market participants:    internal company strategy,  marketing and sales documents    information about advertising campaigns  and other information  that highlights how firms  in the market perceive the competitive constraint created by o ther market participants    past history of customers switching between suppliers    whether  market features  exist that  prevent or hinder customers  changing  suppliers — for  example, switching costs resulting from the use of exclusive long -term contracts and  termination fees    studies and information regarding consumer preferences    estimates of cross elasticities of supply and demandi   the diversion ratios between the merger partiesii   estimates  of the own -price elasticity of supply of non -merger partiesiii   the product ion capacity of firms in the market, including any capacity constraints  or  excess capacity    the costs to rival firms of expanding  their output    impediments to firms altering or expanding  their product  mix to compete more closely  with the products of the merg ed firm    whether the merged firm controls inputs/distribution channels, patents/other IP and  access to, or pricing of, different platforms    the degree of homogeneity of products.   In an informal merger review, providing a base level of information to the ACCC  will, in non - controversial cases, usually be sufficient to satisfy the ACCC of whether or not a substantial  lessening of competition is likely. Whether a wider range of information will be required by  the ACCC will be assessed on a case -by-case basis and will depend on the complexity of  the matter and the potential competition concerns raised.   ________________________   i  The cross -elasticity of supply (demand) is the percentage change in the supply (demand) for one firm’s output in response  to a 1 per cent  change in the price of the product sold by a second firm.   ii  A diversion ratio measures the proportion of consumers that switch to another firm’s product if a particular firm increases  the price of its product.   iii  The own -price elasticity of supply of a firm is the percentage change in the firm’s output in response to a 1 per cent change  in the price the firm sells its product for.","  The document lists several factors influencing competition, such as control of inputs/distribution channels and product homogeneity.  Select two of these factors and explain how they could lead to a substantial lessening of competition following a merger."
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  What specific characteristics must a buyer possess to exert credible countervailing power against a merged firm attempting to increase market power, according to the 2017 update of the Merger Guidelines?  Provide examples of these characteristics as described in sections 7.48-7.50."
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  Explain the difference between the availability of substitute products and the existence of countervailing power in preventing a substantial lessening of competition after a merger, as detailed in section 7.49."
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  Section 7.50 states that a large buyer's size and commercial significance alone are insufficient for countervailing power.  What additional capability is necessary for a large buyer to effectively constrain a supplier's market power, and why?"
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  According to section 7.51, what factors does the ACCC consider when assessing whether countervailing power will prevent a substantial lessening of competition?  Focus specifically on the criteria related to the credibility of a buyer's threat to bypass the merged firm."
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  How does the concept of countervailing power apply to mergers between buyers, and how does the ACCC's analysis adjust in such cases, as mentioned in footnote 49?"
"Merger G uidelines 2008, updated 2017   44   Countervailing power48   7.48.  In addition to considering supply -side sources of competitive constraint, the ACCC  also considers  whether one or more buyers would have sufficient countervailing  power to constrain any attempted increase in market power by a supplier.49  Countervailing power exists when buyers have special characteristics that enable  them to credibly threaten to bypass the merged firm ,50 such as by vertically  integrating into the upstream market, establishing importing operations or sponsoring  new entry.   7.49.  Countervailing power is more than the ability of buyers to switch to alternative  domestic or imported products. As disc ussed above, the availability of substitutes and  import competition are important considerations in assessing whether a merger is  likely to result in a substantial lessening of competition. The availability of effective  alternatives to the merged firm prov ides all buyers with a means of bypassing the  merged firm. Countervailing power, however, exists when the specific characteristics  of a buyer  — such as its size, its commercial significance to suppliers or the manner  in which it purchases from suppliers  — provide the buyer with additional negotiating  leverage. In some cases, a buyer may have countervailing power because they have  market power.51  7.50.  Importantly, the size and commercial significance of customers (sometimes referred  to as ‘buyer power’) is not suf ficient to constitute countervailing power. A large buyer  that accounts for a significant proportion of the merged firm’s sales may be able to  negotiate favourable terms and price relative to other buyers in the market. However,  buyers need more than size to constrain the exercise of market power by a supplier.  For example, if the supplier’s product is an essential input for the buyer, the only way  the buyer can defeat any attempted increase in market power is if it can credibly  threaten to bypass the suppl ier.  7.51.  In assessing whether countervailing power is likely to prevent a substantial lessening  of competition by constraining any attempt by the merged firm to increase market  power, the ACCC considers the following factors, among others:    Whether the threat t o bypass is credible on commercial grounds  Evidence of  this will often include the size of the buyer’s purchases and the efficient scale of  production of the product. For sponsored entry to be commercially viable, the  entrant will have to operate at an eff icient scale of production. If the purchases of  the sponsoring firm are insufficient to underpin such a production scale, the ACCC  needs to be convinced that the entrant could readily find other sales in the  relevant market.                                                    48 Refers to the merger factor contained in s. 50(3)(d).   49 In a merger between buyers , countervailing power may also be exerted by one or more suppliers if they are able to bypass  the merged firm and establish alternative supply channels. In line with the approach adopted throughout these guidelines,  consideration is directed towards the c ase where the merged firm is a seller in the relevant market under analysis. As  previously noted, all guidance provided here needs to be appropriately adjusted when merger analysis involves a merger  of competing purchasers.   50 The analysis would apply in ma tters involving unilateral effects and also matters involving coordinated effects (in particular  the possibility of countervailing power constraining the ability and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to","  What is the ACCC's perspective on mergers that ""pit"" market power against market power, as noted in section 7.51, and what challenges are associated with analyzing such scenarios?"
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.",What specific example of legislation is referenced in the text to illustrate the potential offsetting effects of buyer market power?
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.","What is the potential negative consequence for consumers when a merger creates a ""double-monopoly"" situation, as described in the text?"
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.","According to the document, what makes it difficult to predict the outcomes of mergers where both merging firms possess market power?"
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.","What is the primary concern regarding coordinated conduct among a small number of firms, as mentioned in the provided text?"
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.",How does the document describe the range of possible price outcomes when firms in both upstream and downstream markets possess market power?
"and incentive of a small number of firms to engage in  coordinated conduct).   51 The existence of  buyer market power may offset the merged firm’s market power on the supply side (see the Trade Practices  Legislation Amendment Bill 1992, explanatory memorandum, paragraph 23). However, the ACCC notes that the outcomes  of mergers that ‘pit’ market power a gainst market power are difficult to determine. When firms in both markets have market  power, a broad range of prices and price structures are possible and there is a risk that the merger will result in monopoly  prices being charged for both the input (in the upstream market) and the final output (in the downstream market). Such a  ‘double -monopoly’ can be particularly damaging to consumers.","Besides the ""double-monopoly"" scenario, what other factor is mentioned that could potentially mitigate the negative effects of a merger on the supply side?"
