chunk,question
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-",at are the different types of taxes mentioned in the document?
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-",at are some examples of government charges and impositions covered in the document?
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-",at is meant by Transaction Litigation as defined in the document?
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-","w are interest, penalties, and additions treated with respect to the mentioned taxes?"
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-",o can be involved in Transaction Litigation according to the document?
"a tax, including gross receipts, income, profits, sales, use, occupation, value added, ad valorem, transfer, franchise, withholding, payroll, employment, excise and property taxes, assessments and any similar government charges and impositions of any kind, together with all interest, penalties and additions imposed with respect to such amounts. (bbbb) “Transaction Litigation” means any Legal Proceeding against the Company or any of its Subsidiaries or Affiliates or directors or otherwise relating to, involving or affecting the Company or any of its Subsidiaries or Affiliates, in each case in connection with, arising from or otherwise relating to the Merger or any other transaction contemplated by this Agreement, including any Legal Proceeding alleging or asserting any misrepresentation or omission in the Proxy Statement. -15-",at specific legal proceedings are included in Transaction Litigation as per the document?
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-"," What is the definition of ""Trustee"" as stated in the document?"
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-"," What does the term ""WARN"" refer to in the context of the document?"
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-", Can you provide an example of a capitalized term and its respective meaning as outlined in the document?
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-", What is the significance of the Capitalization Date mentioned in the document?
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-", How are Company Board Recommendations addressed in the document?
"(cccc) “Trustee” means Wells Fargo Bank, National Association, as trustee under the Indenture, the Base Indenture, the First Supplemental Indenture or the Second Supplemental Indenture, as applicable. (dddd) “WARN” means the United States Worker Adjustment and Retraining Notification Act and any similar U.S. state or U.S. local Law. 1.2 Additional Definitions. The following capitalized terms have the respective meanings given to them in the respective Sections of this Agreement set forth opposite each of the capitalized terms below: Term Section Reference Agreement Preamble Alternative Acquisition Agreement 5.3(a) Assumed Company Option 2.8(c)(i) Assumed Company Stock-Based Award 2.8(c)(ii) Base Indenture 1.1(ppp) Book-Entry Shares 2.9(b) Burdensome Condition 6.2(b) Bylaws 3.1 Cancelled Owned Company Shares 2.7(a)(ii) Capitalization Date 3.7(a) Certificate of Merger 2.2 Certificates 2.9(b) Charter 3.1 Closing 2.3 Closing Date 2.3 Collective Bargaining Agreement 3.19(a) Company Preamble Company Board Recommendation 3.3(a) Company Board Recommendation Change 5.3(c)(i) Company Disclosure Letter 1.4(a) Company Employee 3.18(i) Company Plans 6.9(b) Company Recent SEC Reports Article III Company SEC Reports 3.9 Company Securities 3.7(d) Company Stockholder Meeting 6.4(a) Company Termination Fee 8.3(b)(i) Comparable Plans 6.9(b) Confidentiality Agreement 9.4 Consent 3.6 D&O Insurance 6.8(c) DGCL Recitals -16-", What is the purpose of the Company Termination Fee as mentioned in the document?
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-," What is the significance of the term ""Effective Time"" as mentioned in the document?"
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-, How are Employee Plans defined and addressed in the document?
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-," What is the role and importance of the ""Indenture"" according to the document?"
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-, How are Repurchase Transactions and Repurchase Transaction Notices handled in the document?
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-, What is the relevance of Sanctioned Countries and Sanctioned Persons as mentioned in the document?
Term Section Reference Dissenting Company Shares 2.7(b)(i) Effect 1.1(o) Effective Time 2.2 Electronic Delivery 9.12 Employee Plans 3.18(a) ERISA Affiliate 3.18(a) Exchange Fund 2.9(a) FinCEN 3.21(d) First Supplemental Indenture 1.1(ooo) Indemnified Persons 6.8(a) Indenture 1.1(ppp) Initial Termination Date 8.1(c) Injunction 8.1(b) International Employee Plan 3.18(a) Lease 3.14(b) Leased Real Property 3.14(b) Maximum Annual Premium 6.8(c) Merger Recitals Merger Sub Preamble New Plans 6.9(c) Notice Period 5.3(d)(ii)(3) OFAC 3.21(c) Old Plans 6.9(c) Owned Real Property 3.14(a) Parent Preamble Parent Disclosure Letter 1.4(b) Parent Qualified Plan 6.9(d) Parent Recent SEC Reports Article IV Parent Termination Fee 8.3(c)(i) Party Preamble Paying Agent 2.9(a) Payoff Letter 6.16(d) Permits 3.20 Proxy Statement 6.3(a) Representatives 5.3(a) Repurchase Transaction 6.16(c) Repurchase Transaction Notice 6.16(c) Requisite Stockholder Approval 3.4 Revolving Credit Facility Termination 6.16(d) Sanctioned Countries 3.21(c) Sanctioned Person 3.21(c) Sanctions 3.21(c) Second Supplemental Indenture 1.1(ppp) -17-, How are Parent Termination Fees and Parent Qualified Plans addressed in the document?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of", What is the significance of Section 3.14(c) in the document?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of", How are Surrendered Company Stock-Based Awards addressed in Section 2.8(a)?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of", What does Section 2.1 of the document define as the Surviving Corporation?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of", How are Tax Returns addressed in Section 3.17(a)(i)?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of", What is the relevance of the Termination Date mentioned in Section 8.1(c)?
"Term Section Reference Sublease 3.14(c) Surrendered Company Stock-Based Award 2.8(a) Surviving Corporation 2.1 Tax Returns 3.17(a)(i) Termination Date 8.1(c) 1.3 Certain Interpretations. (a) When a reference is made in this Agreement to an Article or a Section, such reference is to an Article or a Section of this Agreement unless otherwise indicated. When a reference is made in this Agreement to a Schedule or Exhibit, such reference is to a Schedule or Exhibit to this Agreement, as applicable, unless otherwise indicated. (b) When used herein, (i) the words “hereof,” “herein” and “herewith” and words of similar import will, unless otherwise stated, be construed to refer to this Agreement as a whole and not to any particular provision of this Agreement; and (ii) the words “include,” “includes” and “including” will be deemed in each case to be followed by the words “without limitation.” (c) Unless the context otherwise requires, “neither,” “nor,” “any,” “either” and “or” are not exclusive. (d) The word “extent” in the phrase “to the extent” means the degree to which a subject or other thing extends, and does not simply mean “if.” (e) When used in this Agreement, references to “$” or “Dollars” are references to U.S. dollars. (f) The meaning assigned to each capitalized term defined and used in this Agreement is equally applicable to both the singular and the plural forms of such term, and words denoting any gender include all genders. Where a word or phrase is defined in this Agreement, each of its other grammatical forms has a corresponding meaning. (g) When reference is made to any party to this Agreement or any other agreement or document, such reference includes such party’s successors and permitted assigns. References to any Person include the successors and permitted assigns of that Person. (h) Unless the context otherwise requires, all references in this Agreement to the Subsidiaries of a Person will be deemed to include all direct and indirect Subsidiaries of"," How are certain interpretations clarified in the document, as mentioned in section 1.3?"
